,state,year,produced_renewable,population,energy_price,total_consumed,difference
2405,Delaware,2017,3279,957,20.2,269779,-266500
2552,Delaware,2018,993.5,954,22,296103.9,-295110.4
2553,Delaware,2019,881.4,963.2,22.5,297800.1,-296918.7
2554,Delaware,2020,769.3,972.4,22.9,299496.3,-298727.1
2555,Delaware,2021,657.1,981.6,23.3,301192.5,-300535.4
2556,Delaware,2022,545,990.7,23.8,302888.7,-302343.7
2557,Delaware,2023,432.9,999.9,24.2,304584.9,-304152
2558,Delaware,2024,320.7,1009.1,24.7,306281.1,-305960.4
2559,Delaware,2025,208.6,1018.3,25.1,307977.3,-307768.7
2560,Delaware,2026,96.5,1027.5,25.5,309673.5,-309577
2561,Delaware,2027,-15.6,1036.7,26,311369.7,-311385.4
2562,Delaware,2028,-127.8,1045.9,26.4,313065.9,-313193.7
2563,Delaware,2029,-239.9,1055.1,26.8,314762.1,-315002
2564,Delaware,2030,-352,1064.3,27.3,316458.3,-316810.4
7,District of Columbia,1970,113,756,1.7,205891,-205778
58,District of Columbia,1971,116,750,2,199397,-199281
109,District of Columbia,1972,118,742,2.1,188830,-188712
160,District of Columbia,1973,114,731,2.4,193442,-193328
211,District of Columbia,1974,129,718,3.7,171284,-171155
262,District of Columbia,1975,131,707,4.3,163161,-163030
313,District of Columbia,1976,146,692,4.5,164436,-164290
364,District of Columbia,1977,158,677,5.1,163353,-163195
415,District of Columbia,1978,193,665,5.8,160278,-160085
466,District of Columbia,1979,210,650,6.7,152431,-152221
517,District of Columbia,1980,2849,638,8.7,153262,-150413
568,District of Columbia,1981,2311,637,9.9,149271,-146960
619,District of Columbia,1982,3654,634,10.2,163811,-160157
670,District of Columbia,1983,2563,632,10.9,162575,-160012
721,District of Columbia,1984,3226,633,11.1,167024,-163798
772,District of Columbia,1985,3327,635,11.6,165934,-162607
823,District of Columbia,1986,3047,638,10.3,174696,-171649
874,District of Columbia,1987,2226,637,10.1,174233,-172007
925,District of Columbia,1988,2378,630,10.3,174976,-172598
976,District of Columbia,1989,2511,624,10.5,180533,-178022
1027,District of Columbia,1990,1283,605,11.1,181020,-179737
1078,District of Columbia,1991,1345,601,11.1,187140,-185795
1129,District of Columbia,1992,1412,598,11.4,186771,-185359
1180,District of Columbia,1993,1946,595,11.9,193377,-191431
1231,District of Columbia,1994,1849,589,12.4,188706,-186857
1282,District of Columbia,1995,1851,581,12.4,190966,-189115
1333,District of Columbia,1996,1922,572,13.1,188509,-186587
1384,District of Columbia,1997,1378,568,13.2,185242,-183864
1435,District of Columbia,1998,1222,565,13.2,181604,-180382
1486,District of Columbia,1999,1259,570,13.3,185703,-184444
1537,District of Columbia,2000,1354,572,14.6,192565,-191211
1588,District of Columbia,2001,866,575,15.2,188715,-187849
1639,District of Columbia,2002,881,573,14.6,192666,-191785
1690,District of Columbia,2003,926,569,15.8,189118,-188192
1741,District of Columbia,2004,943,568,16.7,196856,-195913
1792,District of Columbia,2005,47,567,20.1,196004,-195957
1843,District of Columbia,2006,52,571,24,182510,-182458
1894,District of Columbia,2007,55,574,24.6,194920,-194865
1945,District of Columbia,2008,65,580,27.5,186833,-186768
1996,District of Columbia,2009,49,592,24.4,195103,-195054
2047,District of Columbia,2010,114,605,25.7,190334,-190220
2098,District of Columbia,2011,290,620,26.6,183642,-183352
2149,District of Columbia,2012,285,635,25.4,172813,-172528
2200,District of Columbia,2013,305,650,24.7,174775,-174470
2251,District of Columbia,2014,344,663,24.9,179278,-178934
2302,District of Columbia,2015,824,675,23.1,178479,-177655
2353,District of Columbia,2016,1107,687,22.4,174224,-173117
2404,District of Columbia,2017,1316,696,22.9,167625,-166309
2539,District of Columbia,2018,978.3,582.7,25.5,184899.2,-183920.9
2540,District of Columbia,2019,968.7,580.7,26,185138.8,-184170.1
2541,District of Columbia,2020,959,578.8,26.5,185378.3,-184419.3
2542,District of Columbia,2021,949.4,576.8,27,185617.9,-184668.5
2543,District of Columbia,2022,939.7,574.9,27.5,185857.5,-184917.8
2544,District of Columbia,2023,930,572.9,28,186097,-185167
2545,District of Columbia,2024,920.4,571,28.5,186336.6,-185416.2
2546,District of Columbia,2025,910.7,569.1,29,186576.2,-185665.4
2547,District of Columbia,2026,901.1,567.1,29.4,186815.7,-185914.6
2548,District of Columbia,2027,891.4,565.2,29.9,187055.3,-186163.9
2549,District of Columbia,2028,881.8,563.2,30.4,187294.8,-186413.1
2550,District of Columbia,2029,872.1,561.3,30.9,187534.4,-186662.3
2551,District of Columbia,2030,862.4,559.3,31.4,187774,-186911.5
9,Florida,1970,51035,6848,2.3,1577450,-1526415
60,Florida,1971,49968,7158,2.4,1674133,-1624165
111,Florida,1972,54389,7511,2.6,1804005,-1749616
162,Florida,1973,56250,7914,2.8,1995319,-1939069
213,Florida,1974,52429,8299,4,1929045,-1876616
264,Florida,1975,50007,8518,4.6,1939837,-1889830
315,Florida,1976,56507,8667,4.7,2062020,-2005513
366,Florida,1977,59953,8856,4.9,2217477,-2157524
417,Florida,1978,65357,9102,5.4,2327321,-2261964
468,Florida,1979,69419,9426,6.6,2422499,-2353080
519,Florida,1980,90049,9840,8.8,2511917,-2421868
570,Florida,1981,83117,10193,10.6,2482043,-2398926
621,Florida,1982,104674,10471,10.7,2402137,-2297463
672,Florida,1983,91705,10750,10.2,2457345,-2365640
723,Florida,1984,108740,11040,10.5,2551259,-2442519
774,Florida,1985,110698,11351,10.7,2698976,-2588278
825,Florida,1986,116356,11668,9.2,2781956,-2665600
876,Florida,1987,107606,11997,9.2,2870556,-2762950
927,Florida,1988,113802,12306,9.2,3042056,-2928254
978,Florida,1989,232261,12638,9.3,3248530,-3016269
1029,Florida,1990,198986,13033,10.2,3280693,-3081707
1080,Florida,1991,212955,13370,10.2,3245706,-3032751
1131,Florida,1992,230779,13651,9.9,3307780,-3077001
1182,Florida,1993,217028,13927,10.2,3337130,-3120102
1233,Florida,1994,215563,14239,9.9,3458501,-3242938
1284,Florida,1995,220211,14538,10.1,3601062,-3380851
1335,Florida,1996,240343,14853,10.7,3689160,-3448817
1386,Florida,1997,231308,15186,10.8,3709379,-3478071
1437,Florida,1998,205485,15487,10.2,3838316,-3632831
1488,Florida,1999,204114,15759,10.4,3889381,-3685267
1539,Florida,2000,194952,16048,12.1,4044221,-3849269
1590,Florida,2001,158038,16357,12.6,4032179,-3874141
1641,Florida,2002,174327,16689,12.2,4146009,-3971682
1692,Florida,2003,188473,17004,13.6,4160180,-3971707
1743,Florida,2004,179462,17415,15.2,4313246,-4133784
1794,Florida,2005,183175,17842,18,4379188,-4196013
1845,Florida,2006,185564,18167,20.8,4433346,-4247782
1896,Florida,2007,190489,18368,21.7,4416962,-4226473
1947,Florida,2008,195232,18527,25.2,4265319,-4070087
1998,Florida,2009,213645,18653,21.3,4115011,-3901366
2049,Florida,2010,230259,18846,22.1,4277598,-4047339
2100,Florida,2011,227710,19093,25.5,4129153,-3901443
2151,Florida,2012,223034,19326,25.6,4013772,-3790738
2202,Florida,2013,232984,19563,25.2,4059259,-3826275
2253,Florida,2014,230273,19860,25.1,4096202,-3865929
2304,Florida,2015,223068,20224,20.4,4245434,-4022366
2355,Florida,2016,222760,20630,18.8,4227568,-4004808
2406,Florida,2017,237547,20977,20.4,4208521,-3970974
2565,Florida,2018,269900.2,21371.6,22.9,4765291.2,-4495391
2566,Florida,2019,274317.8,21672.7,23.3,4825895.2,-4551577.4
2567,Florida,2020,278735.4,21973.7,23.8,4886499.2,-4607763.8
2568,Florida,2021,283152.9,22274.8,24.2,4947103.2,-4663950.2
2569,Florida,2022,287570.5,22575.9,24.6,5007707.2,-4720136.6
2570,Florida,2023,291988.1,22877,25.1,5068311.1,-4776323
2571,Florida,2024,296405.7,23178.1,25.5,5128915.1,-4832509.4
2572,Florida,2025,300823.3,23479.2,25.9,5189519.1,-4888695.9
2573,Florida,2026,305240.9,23780.2,26.4,5250123.1,-4944882.3
2574,Florida,2027,309658.5,24081.3,26.8,5310727.1,-5001068.7
2575,Florida,2028,314076,24382.4,27.2,5371331.1,-5057255.1
2576,Florida,2029,318493.6,24683.5,27.7,5431935.1,-5113441.5
2577,Florida,2030,322911.2,24984.6,28.1,5492539.1,-5169627.9
10,Georgia,1970,98222,4607,1.9,1280820,-1182598
61,Georgia,1971,109007,4712,2,1348865,-1239858
112,Georgia,1972,114745,4809,2,1435584,-1320839
163,Georgia,1973,125605,4910,2.2,1555110,-1429505
214,Georgia,1974,121581,4999,3.1,1495568,-1373987
265,Georgia,1975,123427,5064,3.6,1489772,-1366345
316,Georgia,1976,135157,5133,3.9,1552529,-1417372
367,Georgia,1977,136122,5220,4.3,1628701,-1492579
418,Georgia,1978,138170,5296,4.6,1683045,-1544875
469,Georgia,1979,149144,5401,5.5,1729590,-1580446
520,Georgia,1980,144038,5486,7.2,1717236,-1573198
571,Georgia,1981,122710,5568,8.4,1694324,-1571614
622,Georgia,1982,143870,5650,8.7,1679709,-1535839
673,Georgia,1983,151109,5728,8.2,1749228,-1598119
724,Georgia,1984,159451,5835,8.3,1875179,-1715728
775,Georgia,1985,146207,5963,8.4,1931023,-1784816
826,Georgia,1986,141713,6085,7.4,1953662,-1811949
877,Georgia,1987,146038,6208,7.5,2049053,-1903015
928,Georgia,1988,138695,6316,7.5,2138263,-1999568
979,Georgia,1989,218301,6411,7.6,2219567,-2001266
1030,Georgia,1990,235499,6513,8.3,2229497,-1993998
1081,Georgia,1991,226913,6653,8.2,2222310,-1995397
1132,Georgia,1992,234484,6817,8.1,2266409,-2031925
1183,Georgia,1993,239997,6978,8.2,2418511,-2178514
1234,Georgia,1994,240827,7157,8.1,2435118,-2194291
1285,Georgia,1995,249118,7328,8,2615810,-2366692
1336,Georgia,1996,256860,7501,8.4,2773234,-2516374
1387,Georgia,1997,262479,7685,8.4,2750809,-2488330
1438,Georgia,1998,256573,7864,8,2783020,-2526447
1489,Georgia,1999,231115,8046,8.1,2801452,-2570337
1540,Georgia,2000,222186,8227,9.9,2917685,-2695499
1591,Georgia,2001,192060,8377,10.2,2817370,-2625310
1642,Georgia,2002,283704,8508,9.5,2932811,-2649107
1693,Georgia,2003,221665,8623,10.8,2953949,-2732284
1744,Georgia,2004,226739,8769,12.4,3092965,-2866226
1795,Georgia,2005,215991,8926,15.3,3107413,-2891422
1846,Georgia,2006,207231,9156,16.4,3088790,-2881559
1897,Georgia,2007,200552,9350,17.3,3078111,-2877559
1948,Georgia,2008,173103,9505,21,2946751,-2773648
1999,Georgia,2009,194267,9621,16.7,2913738,-2719471
2050,Georgia,2010,221049,9712,18.4,3110965,-2889916
2101,Georgia,2011,221094,9802,21.6,2994479,-2773385
2152,Georgia,2012,207555,9901,21.8,2776792,-2569237
2203,Georgia,2013,248055,9973,21.4,2792277,-2544222
2254,Georgia,2014,268077,10069,21.2,2860369,-2592292
2305,Georgia,2015,270454,10181,17.4,2855873,-2585419
2356,Georgia,2016,281682,10305,16.5,2830673,-2548991
2407,Georgia,2017,271817,10413,17.9,2802165,-2530348
2578,Georgia,2018,283735.1,10517.1,19.2,3301551.2,-3017816
2579,Georgia,2019,287183.9,10648.3,19.6,3341083.3,-3053899.4
2580,Georgia,2020,290632.6,10779.5,20,3380615.5,-3089982.9
2581,Georgia,2021,294081.3,10910.7,20.3,3420147.6,-3126066.3
2582,Georgia,2022,297530,11042,20.7,3459679.8,-3162149.8
2583,Georgia,2023,300978.7,11173.2,21.1,3499211.9,-3198233.2
2584,Georgia,2024,304427.4,11304.4,21.5,3538744.1,-3234316.7
2585,Georgia,2025,307876.1,11435.6,21.8,3578276.2,-3270400.1
2586,Georgia,2026,311324.8,11566.8,22.2,3617808.4,-3306483.5
2587,Georgia,2027,314773.5,11698,22.6,3657340.5,-3342567
2588,Georgia,2028,318222.2,11829.2,22.9,3696872.7,-3378650.4
2589,Georgia,2029,321670.9,11960.4,23.3,3736404.8,-3414733.9
2590,Georgia,2030,325119.7,12091.7,23.7,3775937,-3450817.3
11,Hawaii,1970,1559,774,1.7,196947,-195388
62,Hawaii,1971,1283,802,1.8,211673,-210390
113,Hawaii,1972,1491,828,1.9,218057,-216566
164,Hawaii,1973,1528,852,2.2,224312,-222784
215,Hawaii,1974,1550,868,3.1,212103,-210553
266,Hawaii,1975,1498,886,4,214378,-212880
317,Hawaii,1976,1663,904,4.3,220042,-218379
368,Hawaii,1977,1355,918,4.6,233334,-231979
419,Hawaii,1978,1143,932,5.1,236970,-235827
470,Hawaii,1979,1258,953,6.1,256604,-255346
521,Hawaii,1980,12808,968,8.7,262347,-249539
572,Hawaii,1981,13571,978,11.8,236718,-223147
623,Hawaii,1982,13379,994,12.3,218095,-204716
674,Hawaii,1983,14920,1013,11.4,221150,-206230
725,Hawaii,1984,15372,1028,11,232426,-217054
776,Hawaii,1985,15307,1040,10.2,248554,-233247
827,Hawaii,1986,17315,1052,8.5,245329,-228014
878,Hawaii,1987,18834,1068,8.7,249461,-230627
929,Hawaii,1988,20427,1080,7.8,289691,-269264
980,Hawaii,1989,28875,1095,8.5,309767,-280892
1031,Hawaii,1990,27937,1113,9.9,321420,-293483
1082,Hawaii,1991,27516,1137,9.8,295150,-267634
1133,Hawaii,1992,26800,1159,9.6,306030,-279230
1184,Hawaii,1993,27829,1173,11,282651,-254822
1235,Hawaii,1994,25405,1188,10.7,299033,-273628
1286,Hawaii,1995,24608,1197,11.1,296774,-272166
1337,Hawaii,1996,24088,1204,13,283060,-258972
1388,Hawaii,1997,22502,1212,13.3,273483,-250981
1439,Hawaii,1998,21657,1215,11.9,273387,-251730
1490,Hawaii,1999,21767,1210,12.5,269352,-247585
1541,Hawaii,2000,20386,1214,15.2,273307,-252921
1592,Hawaii,2001,12389,1226,15.3,270115,-257726
1643,Hawaii,2002,10452,1240,14.2,284651,-274199
1694,Hawaii,2003,13310,1251,15.6,300905,-287595
1745,Hawaii,2004,13769,1274,17.7,314701,-300932
1796,Hawaii,2005,12937,1293,21.4,324677,-311740
1847,Hawaii,2006,14001,1310,24.3,327116,-313115
1898,Hawaii,2007,15035,1316,25,337594,-322559
1949,Hawaii,2008,15921,1332,35.9,276444,-260523
2000,Hawaii,2009,15815,1347,25.2,275894,-260079
2051,Hawaii,2010,15253,1364,30.5,277125,-261872
2102,Hawaii,2011,16647,1379,38.4,285580,-268933
2153,Hawaii,2012,18206,1395,40.1,277993,-259787
2204,Hawaii,2013,22392,1408,38.8,278467,-256075
2255,Hawaii,2014,24081,1415,37.5,279315,-255234
2306,Hawaii,2015,24570,1422,28.3,282832,-258262
2357,Hawaii,2016,27136,1428,25.1,282609,-255473
2408,Hawaii,2017,26432,1424,27.8,283414,-256982
2591,Hawaii,2018,26891.3,1476.1,31.7,310245.7,-283354.4
2592,Hawaii,2019,27325.4,1489.7,32.4,311990.9,-284665.5
2593,Hawaii,2020,27759.6,1503.2,33.1,313736.1,-285976.6
2594,Hawaii,2021,28193.7,1516.7,33.8,315481.4,-287287.7
2595,Hawaii,2022,28627.9,1530.3,34.5,317226.6,-288598.7
2596,Hawaii,2023,29062,1543.8,35.1,318971.8,-289909.8
2597,Hawaii,2024,29496.2,1557.3,35.8,320717.1,-291220.9
2598,Hawaii,2025,29930.3,1570.9,36.5,322462.3,-292532
2599,Hawaii,2026,30364.5,1584.4,37.2,324207.5,-293843
2600,Hawaii,2027,30798.6,1597.9,37.9,325952.8,-295154.1
2601,Hawaii,2028,31232.8,1611.5,38.5,327698,-296465.2
2602,Hawaii,2029,31666.9,1625,39.2,329443.2,-297776.3
2603,Hawaii,2030,32101.1,1638.6,39.9,331188.4,-299087.4
13,Idaho,1970,85735,718,1.8,296399,-210664
64,Idaho,1971,89445,739,1.8,311605,-222160
115,Idaho,1972,92776,763,1.8,334033,-241257
166,Idaho,1973,97216,782,2,337008,-239792
217,Idaho,1974,111472,808,2.6,347813,-236341
268,Idaho,1975,118011,832,3,358858,-240847
319,Idaho,1976,121380,857,3.4,362198,-240818
370,Idaho,1977,85968,883,3.7,366421,-280453
421,Idaho,1978,119334,911,4,369908,-250574
472,Idaho,1979,113729,933,4.9,384011,-270282
523,Idaho,1980,113407,948,6.6,347655,-234248
574,Idaho,1981,115694,962,7.6,361884,-246190
625,Idaho,1982,137242,974,7.9,350310,-213068
676,Idaho,1983,152250,982,7.8,345649,-193399
727,Idaho,1984,156347,991,7.9,346809,-190462
778,Idaho,1985,132508,994,8,354814,-222306
829,Idaho,1986,146627,990,7,342134,-195507
880,Idaho,1987,101722,985,7.3,345498,-243776
931,Idaho,1988,87512,986,7.1,365706,-278194
982,Idaho,1989,124650,994,7,399732,-275082
1033,Idaho,1990,119510,1012,7.5,405394,-285884
1084,Idaho,1991,116020,1041,7.4,415458,-299438
1135,Idaho,1992,95133,1072,7.5,420042,-324909
1186,Idaho,1993,126225,1109,7.5,435208,-308983
1237,Idaho,1994,106699,1145,7.7,449909,-343210
1288,Idaho,1995,139907,1177,7.5,463563,-323656
1339,Idaho,1996,164235,1203,7.9,497186,-332951
1390,Idaho,1997,179342,1229,7.9,499451,-320109
1441,Idaho,1998,160202,1252,7.4,504230,-344028
1492,Idaho,1999,167747,1276,7.6,527549,-359802
1543,Idaho,2000,141448,1299,9,539795,-398347
1594,Idaho,2001,105045,1320,9.8,500985,-395940
1645,Idaho,2002,113779,1340,9.9,496318,-382539
1696,Idaho,2003,109553,1363,10.7,469733,-360180
1747,Idaho,2004,112379,1392,11.7,501895,-389516
1798,Idaho,2005,121084,1428,13.7,510855,-389771
1849,Idaho,2006,146507,1469,15.1,524107,-377600
1900,Idaho,2007,125621,1505,15.9,541340,-415719
1951,Idaho,2008,133541,1534,18.1,537344,-403803
2002,Idaho,2009,134502,1554,15.6,502503,-368001
2053,Idaho,2010,133288,1571,17.2,519029,-385741
2104,Idaho,2011,177643,1584,19.7,518348,-340705
2155,Idaho,2012,155318,1595,20.2,511607,-356289
2206,Idaho,2013,139239,1612,20.2,528001,-388762
2257,Idaho,2014,155418,1631,20.6,521357,-365939
2308,Idaho,2015,152332,1652,16.9,537079,-384747
2359,Idaho,2016,150622,1683,15.5,538146,-387524
2410,Idaho,2017,171224,1719,16.7,553888,-382664
2617,Idaho,2018,154634.1,1687.6,18,568470.2,-413836.1
2618,Idaho,2019,155685.6,1708.2,18.4,573855.6,-418170
2619,Idaho,2020,156737.1,1728.9,18.8,579240.9,-422503.8
2620,Idaho,2021,157788.6,1749.5,19.1,584626.3,-426837.7
2621,Idaho,2022,158840.1,1770.1,19.5,590011.6,-431171.5
2622,Idaho,2023,159891.6,1790.7,19.8,595397,-435505.4
2623,Idaho,2024,160943.1,1811.4,20.2,600782.3,-439839.3
2624,Idaho,2025,161994.6,1832,20.5,606167.7,-444173.1
2625,Idaho,2026,163046.1,1852.6,20.9,611553,-448507
2626,Idaho,2027,164097.5,1873.2,21.2,616938.4,-452840.8
2627,Idaho,2028,165149,1893.9,21.6,622323.7,-457174.7
2628,Idaho,2029,166200.5,1914.5,21.9,627709.1,-461508.6
2629,Idaho,2030,167252,1935.1,22.3,633094.4,-465842.4
14,Illinois,1970,41064,11128,1.7,3696737,-3655673
65,Illinois,1971,40628,11202,1.8,3722756,-3682128
116,Illinois,1972,41490,11252,1.9,3929667,-3888177
167,Illinois,1973,43861,11251,2.1,4019481,-3975620
218,Illinois,1974,43952,11262,2.8,3956458,-3912506
269,Illinois,1975,42898,11292,3.2,3860591,-3817693
320,Illinois,1976,47471,11343,3.4,4019369,-3971898
371,Illinois,1977,51314,11386,3.8,4099481,-4048167
422,Illinois,1978,62925,11413,4.2,4199421,-4136496
473,Illinois,1979,64626,11397,5.2,4049381,-3984755
524,Illinois,1980,92366,11435,6.7,3768260,-3675894
575,Illinois,1981,103172,11443,7.7,3547208,-3444036
626,Illinois,1982,117555,11423,8.2,3394044,-3276489
677,Illinois,1983,145584,11409,8.5,3472747,-3327163
728,Illinois,1984,145655,11412,8.2,3502000,-3356345
779,Illinois,1985,150398,11400,8.5,3434273,-3283875
830,Illinois,1986,160460,11387,7.8,3416921,-3256461
881,Illinois,1987,171863,11391,8,3472023,-3300160
932,Illinois,1988,180027,11390,7.6,3702319,-3522292
983,Illinois,1989,149116,11410,8,3619229,-3470113
1034,Illinois,1990,116949,11453,8.7,3580209,-3463260
1085,Illinois,1991,126106,11569,8.6,3644007,-3517901
1136,Illinois,1992,134420,11694,8.5,3622832,-3488412
1187,Illinois,1993,121028,11810,8.8,3725970,-3604942
1238,Illinois,1994,122485,11913,8.8,3743317,-3620832
1289,Illinois,1995,120808,12008,8.7,3853196,-3732388
1340,Illinois,1996,88200,12102,9.1,3938643,-3850443
1391,Illinois,1997,102905,12186,9.2,3913819,-3810914
1442,Illinois,1998,105215,12272,8.8,3826133,-3720918
1493,Illinois,1999,104015,12359,8.7,3995268,-3891253
1544,Illinois,2000,109798,12434,10.5,4013834,-3904036
1595,Illinois,2001,112800,12488,11.1,3883570,-3770770
1646,Illinois,2002,139883,12526,10.1,3898881,-3758998
1697,Illinois,2003,158918,12556,11.2,3925611,-3766693
1748,Illinois,2004,153542,12590,12.5,3972309,-3818767
1799,Illinois,2005,136566,12610,14.8,4117081,-3980515
1850,Illinois,2006,134512,12644,15.9,3967074,-3832562
1901,Illinois,2007,163645,12696,17.3,4073291,-3909646
1952,Illinois,2008,195287,12747,19.9,4077423,-3882136
2003,Illinois,2009,245581,12797,15.8,3859018,-3613437
2054,Illinois,2010,266552,12841,17.3,3955815,-3689263
2105,Illinois,2011,267046,12867,19.4,3938310,-3671264
2156,Illinois,2012,278334,12884,19.2,3818052,-3539718
2207,Illinois,2013,296306,12898,18.4,3974919,-3678613
2258,Illinois,2014,307336,12889,18.9,4045608,-3738272
2309,Illinois,2015,326171,12864,15.6,3892959,-3566788
2360,Illinois,2016,340351,12827,14.6,3896291,-3555940
2411,Illinois,2017,370323,12786,15.9,3871546,-3501223
2630,Illinois,2018,279170.1,13032.1,18.1,3938120.5,-3658950.4
2631,Illinois,2019,284505.9,13075.1,18.4,3942783.9,-3658278.1
2632,Illinois,2020,289841.7,13118.1,18.8,3947447.4,-3657605.8
2633,Illinois,2021,295177.4,13161.1,19.1,3952110.9,-3656933.5
2634,Illinois,2022,300513.2,13204.1,19.4,3956774.4,-3656261.2
2635,Illinois,2023,305849,13247.1,19.8,3961437.9,-3655588.9
2636,Illinois,2024,311184.8,13290.1,20.1,3966101.3,-3654916.6
2637,Illinois,2025,316520.6,13333.2,20.5,3970764.8,-3654244.3
2638,Illinois,2026,321856.3,13376.2,20.8,3975428.3,-3653572
2639,Illinois,2027,327192.1,13419.2,21.1,3980091.8,-3652899.7
2640,Illinois,2028,332527.9,13462.2,21.5,3984755.3,-3652227.4
2641,Illinois,2029,337863.7,13505.2,21.8,3989418.7,-3651555.1
2642,Illinois,2030,343199.5,13548.2,22.2,3994082.2,-3650882.8
15,Indiana,1970,28494,5202,1.4,2219775,-2191281
66,Indiana,1971,27156,5253,1.5,2236217,-2209061
117,Indiana,1972,30826,5302,1.5,2435885,-2405059
168,Indiana,1973,32102,5338,1.8,2474472,-2442370
219,Indiana,1974,32017,5362,2.4,2432022,-2400005
270,Indiana,1975,31342,5366,2.8,2377767,-2346425
321,Indiana,1976,36021,5389,3,2410240,-2374219
372,Indiana,1977,38768,5426,3.5,2485596,-2446828
423,Indiana,1978,45814,5470,3.8,2535537,-2489723
474,Indiana,1979,51858,5501,4.4,2585762,-2533904
525,Indiana,1980,56145,5491,5.7,2400197,-2344052
576,Indiana,1981,59181,5480,6.3,2359274,-2300093
627,Indiana,1982,58101,5468,6.9,2177454,-2119353
678,Indiana,1983,63692,5450,6.8,2197757,-2134065
729,Indiana,1984,60540,5458,6.8,2271002,-2210462
780,Indiana,1985,69981,5459,6.9,2301292,-2231311
831,Indiana,1986,72081,5454,6.3,2262531,-2190450
882,Indiana,1987,76608,5473,6.1,2380691,-2304083
933,Indiana,1988,80322,5492,6.1,2484357,-2404035
984,Indiana,1989,69238,5524,6.3,2517053,-2447815
1035,Indiana,1990,60100,5558,6.7,2491803,-2431703
1086,Indiana,1991,60995,5616,6.8,2474327,-2413332
1137,Indiana,1992,61853,5675,6.6,2460079,-2398226
1188,Indiana,1993,52542,5739,6.7,2566565,-2514023
1239,Indiana,1994,51415,5794,7.1,2551217,-2499802
1290,Indiana,1995,52503,5851,6.9,2617303,-2564800
1341,Indiana,1996,48051,5906,7.2,2702114,-2654063
1392,Indiana,1997,45750,5955,7.4,2681048,-2635298
1443,Indiana,1998,44182,5999,7.1,2670826,-2626644
1494,Indiana,1999,43124,6045,7.2,2784972,-2741848
1545,Indiana,2000,44023,6092,8.2,2866319,-2822296
1596,Indiana,2001,49614,6128,8.8,2770152,-2720538
1647,Indiana,2002,52532,6156,8.2,2855195,-2802663
1698,Indiana,2003,55292,6197,9.2,2936543,-2881251
1749,Indiana,2004,54883,6233,10.2,2928999,-2874116
1800,Indiana,2005,58589,6279,12.6,2954463,-2895874
1851,Indiana,2006,48934,6333,13.9,2891926,-2842992
1902,Indiana,2007,71571,6380,14.5,2956935,-2885364
1953,Indiana,2008,123765,6425,17.1,2916022,-2792257
2004,Indiana,2009,150685,6459,14,2712732,-2562047
2055,Indiana,2010,182590,6490,15,2866383,-2683793
2106,Indiana,2011,203475,6516,17.9,2849969,-2646494
2157,Indiana,2012,196823,6538,18.2,2770593,-2573770
2208,Indiana,2013,202498,6568,18,2895980,-2693482
2259,Indiana,2014,216537,6594,18.1,2933541,-2717004
2310,Indiana,2015,240501,6608,14.9,2850415,-2609914
2361,Indiana,2016,250599,6633,13.7,2797737,-2547138
2412,Indiana,2017,249549,6660,15.1,2700478,-2450929
2643,Indiana,2018,171177.4,6653.6,16.2,2951259,-2780081.7
2644,Indiana,2019,174706.3,6685.7,16.5,2965628.7,-2790922.4
2645,Indiana,2020,178235.2,6717.8,16.8,2979998.3,-2801763.1
2646,Indiana,2021,181764.2,6749.9,17.1,2994368,-2812603.8
2647,Indiana,2022,185293.1,6782,17.4,3008737.6,-2823444.5
2648,Indiana,2023,188822.1,6814.1,17.8,3023107.2,-2834285.2
2649,Indiana,2024,192351,6846.2,18.1,3037476.9,-2845125.9
2650,Indiana,2025,195880,6878.2,18.4,3051846.5,-2855966.5
2651,Indiana,2026,199408.9,6910.3,18.7,3066216.2,-2866807.2
2652,Indiana,2027,202937.9,6942.4,19,3080585.8,-2877647.9
2653,Indiana,2028,206466.8,6974.5,19.3,3094955.4,-2888488.6
2654,Indiana,2029,209995.8,7006.6,19.7,3109325.1,-2899329.3
2655,Indiana,2030,213524.7,7038.7,20,3123694.7,-2910170
12,Iowa,1970,16080,2832,1.8,850609,-834529
63,Iowa,1971,16122,2852,1.9,862483,-846361
114,Iowa,1972,17235,2860,2,904471,-887236
165,Iowa,1973,16691,2864,2.2,962796,-946105
216,Iowa,1974,16976,2868,2.7,949663,-932687
267,Iowa,1975,17029,2881,3.1,942050,-925021
318,Iowa,1976,15187,2903,3.4,979112,-963925
369,Iowa,1977,17088,2914,3.9,979937,-962849
420,Iowa,1978,19287,2918,4.3,962094,-942807
471,Iowa,1979,18947,2916,5.1,1038993,-1020046
522,Iowa,1980,58556,2914,6.7,983303,-924747
573,Iowa,1981,65235,2908,7.7,968673,-903438
624,Iowa,1982,66306,2888,8.1,969163,-902857
675,Iowa,1983,72311,2871,8.2,953081,-880770
726,Iowa,1984,77577,2859,8.1,936823,-859246
777,Iowa,1985,78655,2830,8,897903,-819248
828,Iowa,1986,107397,2792,7.3,901984,-794587
879,Iowa,1987,118754,2767,7,906929,-788175
930,Iowa,1988,122555,2768,6.9,978710,-856155
981,Iowa,1989,91329,2771,7.2,940800,-849471
1032,Iowa,1990,88503,2781,7.7,945523,-857020
1083,Iowa,1991,91919,2798,7.5,981701,-889782
1134,Iowa,1992,100239,2818,7.6,972802,-872563
